post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,tax:store,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:pos_product_visibility,meta:allow_best_price,meta:amazonS3_cache,meta:chosen_product_cat,meta:dokan_geo_address,meta:dokan_geo_latitude,meta:dokan_geo_longitude,meta:dokan_geo_public,meta:freight_class,meta:is_editor_choice,meta:om_disable_all_campaigns,meta:pageview,meta:post_wish_count,meta:rank_math_canonical_url,meta:rank_math_contentai_score,meta:rank_math_description,meta:rank_math_facebook_description,meta:rank_math_facebook_image,meta:rank_math_facebook_title,meta:rank_math_focus_keyword,meta:rank_math_internal_links_processed,meta:rank_math_lock_modified_date,meta:rank_math_og_content_image,meta:rank_math_primary_product_brand,meta:rank_math_primary_product_cat,meta:rank_math_primary_store,meta:rank_math_seo_score,meta:rank_math_title,meta:rank_math_twitter_description,meta:rank_math_twitter_image,meta:rank_math_twitter_title,meta:rank_math_twitter_use_facebook,meta:rehub_views,meta:rehub_views_day,meta:rehub_views_mon,meta:rehub_views_year,meta:shipperhq_dim_group,meta:shipperhq_hs_code,meta:shipperhq_shipping_group,meta:shipperhq_warehouse,meta:total_sales,meta:wc_booking_resource_label,meta:attribute_color,meta:attribute_pa_color,meta:attribute_pa_size,meta:attribute_size,"attribute:Auto Refill Option","attribute_data:Auto Refill Option","attribute_default:Auto Refill Option",attribute:Color:,attribute_data:Color:,attribute_default:Color:,attribute:Condition,attribute_data:Condition,attribute_default:Condition,"attribute:Diesel Fuel Model - Double","attribute_data:Diesel Fuel Model - Double","attribute_default:Diesel Fuel Model - Double","attribute:Diesel Fuel Model - Single","attribute_data:Diesel Fuel Model - Single","attribute_default:Diesel Fuel Model - Single","attribute:Dual Fuel - Gasoline & Diesel","attribute_data:Dual Fuel - Gasoline & Diesel","attribute_default:Dual Fuel - Gasoline & Diesel","attribute:Gasoline Model - Double","attribute_data:Gasoline Model - Double","attribute_default:Gasoline Model - Double","attribute:Gasoline Model - Single","attribute_data:Gasoline Model - Single","attribute_default:Gasoline Model - Single","attribute:Hazmat + Fee","attribute_data:Hazmat + Fee","attribute_default:Hazmat + Fee","attribute:Manual Refill Option","attribute_data:Manual Refill Option","attribute_default:Manual Refill Option",attribute:Size,attribute_data:Size,attribute_default:Size,attribute:Title,attribute_data:Title,attribute_default:Title,attribute:pa_bincolor,attribute_data:pa_bincolor,attribute_default:pa_bincolor,attribute:pa_cabinetcolor,attribute_data:pa_cabinetcolor,attribute_default:pa_cabinetcolor,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_diesel-hose-reels,attribute_data:pa_diesel-hose-reels,attribute_default:pa_diesel-hose-reels,attribute:pa_diesel-pumps,attribute_data:pa_diesel-pumps,attribute_default:pa_diesel-pumps,attribute:pa_gas-hose-reels,attribute_data:pa_gas-hose-reels,attribute_default:pa_gas-hose-reels,attribute:pa_gas-pumps,attribute_data:pa_gas-pumps,attribute_default:pa_gas-pumps,attribute:pa_quantity,attribute_data:pa_quantity,attribute_default:pa_quantity,attribute:pa_scent,attribute_data:pa_scent,attribute_default:pa_scent,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size,attribute:pa_solar-packages,attribute_data:pa_solar-packages,attribute_default:pa_solar-packages,attribute:pa_style,attribute_data:pa_style,attribute_default:pa_style
"2015+ F-150 2.25 SPORT LEVEL SYSTEM",2015-f-150-2-25-sport-level-system,,195559,"2015+ F-150 2.25 SPORT LEVEL SYSTEM","2015+ F-150 2.25 SPORT LEVEL SYSTEM",publish,,0,"2025-10-21 01:20:36",52,open,05-04-21-400-002,,,no,no,,1775.99,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://fuel1direct.com/wp-content/uploads/2025/10/05-04-21-400-002-jpg.jpg-filenameUTF-805-04-21-400-002-jpg.jpg ! alt :  ! title :  ! desc :  ! caption : ",,https://fuel1direct.com/product/2015-f-150-2-25%c2%9d-sport-level-system/,,"Falcon Shocks",simple,,"Trucks: Lifts Kits, Wheel Packages & Customization > Suspension & Lift Kits - Trucks > Shocks & Struts - Truck","Falcon Shocks",,,,,[4674],"Florida, United States",28.944465,'-82.03363,1,,,,3,,,,,,,,,1,,,,,,,,,,,,5,3,3,4,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FORD F-150 (15+) T/H LEVELING SYSTEM",ford-f-150-15-t-h-leveling-system,,195560,"FORD F-150 (15+) T/H LEVELING SYSTEM","FORD F-150 (15+) T/H LEVELING SYSTEM",publish,,0,"2025-10-21 01:20:39",52,open,05-04-32-400-000,,,no,no,,2602.99,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://fuel1direct.com/product/ford-f-150-15-t-h-leveling-system/,,"Falcon Shocks",simple,,"Trucks: Lifts Kits, Wheel Packages & Customization > Suspension & Lift Kits - Trucks > Shocks & Struts - Truck","Falcon Shocks",,,,,[4674],"Florida, United States",28.944465,'-82.03363,1,,,,3,,,,,,,,,1,,,,,,,,,,,,4,1,2,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2015+ F-150 2.25 TOW/HAUL LEVEL SYSTEM",2015-f-150-2-25-tow-haul-level-system,,195561,"2015+ F-150 2.25 TOW/HAUL LEVEL SYSTEM","2015+ F-150 2.25 TOW/HAUL LEVEL SYSTEM",publish,,0,"2025-10-21 01:20:41",52,open,05-04-32-400-002,,,no,no,,1923.99,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://fuel1direct.com/wp-content/uploads/2025/10/05-04-32-400-002-jpg.jpg-filenameUTF-805-04-32-400-002-jpg.jpg ! alt :  ! title :  ! desc :  ! caption : ",,https://fuel1direct.com/product/2015-f-150-2-25%c2%9d-tow-haul-level-system/,,"Falcon Shocks",simple,,"Trucks: Lifts Kits, Wheel Packages & Customization > Suspension & Lift Kits - Trucks > Shocks & Struts - Truck","Falcon Shocks",,,,,[4674],"Florida, United States",28.944465,'-82.03363,1,,,,1,,,,,,,,,1,,,,,,,,,,,,1,1,1,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2015+ F-150 T/H LEVEL SYSTEM (4“6 LIFT)",2015-f-150-t-h-level-system-46-lift,,195562,"2015+ F-150 T/H LEVEL SYSTEM (4“6 LIFT)","2015+ F-150 T/H LEVEL SYSTEM (4“6 LIFT)",publish,,0,"2025-10-21 01:20:44",52,open,05-04-32-400-406,,,no,no,,1923.99,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://fuel1direct.com/wp-content/uploads/2025/10/05-04-32-400-406-jpg.jpg-filenameUTF-805-04-32-400-406-jpg.jpg ! alt :  ! title :  ! desc :  ! caption : ",,https://fuel1direct.com/product/2015-f-150-t-h-level-system-46%c2%9d-lift/,,"Falcon Shocks",simple,,"Trucks: Lifts Kits, Wheel Packages & Customization > Suspension & Lift Kits - Trucks > Shocks & Struts - Truck","Falcon Shocks",,,,,[4674],"Florida, United States",28.944465,'-82.03363,1,,,,2,,,,,,,,,1,,,,,,,,,,,,2,1,1,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RAM 4G 1500 2.1 SHOCK FR 0-2.25""",ram-4g-1500-2-1-shock-fr-0-2-25,,195563,"RAM 4G 1500 2.1 SHOCK FR 0-2.25""","RAM 4G 1500 2.1 SHOCK FR 0-2.25""",publish,,0,"2025-10-21 01:20:46",52,open,06-03-21-310-002,,,no,no,,323.99,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://fuel1direct.com/wp-content/uploads/2025/10/06-03-21-310-002-jpg.jpg-filenameUTF-806-03-21-310-002-jpg.jpg ! alt :  ! title :  ! desc :  ! caption : ",,https://fuel1direct.com/product/ram-4g-1500-2-1-shock-fr-0-2-25/,,"Falcon Shocks",simple,,"Trucks: Lifts Kits, Wheel Packages & Customization > Suspension & Lift Kits - Trucks > Shocks & Struts - Truck","Falcon Shocks",,,,,[4674],"Florida, United States",28.944465,'-82.03363,1,,,,5,,,,,,,,,1,,,,,,,,,,,,6,2,1,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2009+ RAM 1500 2.25 SPORT LEVEL SYSTEM",2009-ram-1500-2-25-sport-level-system,,195564,"2009+ RAM 1500 2.25 SPORT LEVEL SYSTEM","2009+ RAM 1500 2.25 SPORT LEVEL SYSTEM",publish,,0,"2025-10-21 01:20:48",52,open,06-04-21-400-002,,,no,no,,1613.99,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://fuel1direct.com/wp-content/uploads/2025/10/06-04-21-400-002-jpg.jpg-filenameUTF-806-04-21-400-002-jpg.jpg ! alt :  ! title :  ! desc :  ! caption : ",,https://fuel1direct.com/product/2009-ram-1500-2-25%c2%9d-sport-level-system/,,"Falcon Shocks",simple,,"Trucks: Lifts Kits, Wheel Packages & Customization > Suspension & Lift Kits - Trucks > Shocks & Struts - Truck","Falcon Shocks",,,,,[4674],"Florida, United States",28.944465,'-82.03363,1,,,,2,,,,,,,,,1,,,,,,,,,,,,2,1,1,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2009+ RAM 1500 2.25 T/H LEVEL SYSTEM",2009-ram-1500-2-25-t-h-level-system,,195565,"2009+ RAM 1500 2.25 T/H LEVEL SYSTEM","2009+ RAM 1500 2.25 T/H LEVEL SYSTEM",publish,,0,"2025-10-21 01:20:58",52,open,06-04-32-400-002,,,no,no,,1899.99,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://fuel1direct.com/wp-content/uploads/2025/10/06-04-32-400-002-jpg.jpg-filenameUTF-806-04-32-400-002-jpg.jpg ! alt :  ! title :  ! desc :  ! caption : ",,https://fuel1direct.com/product/2009-ram-1500-2-25%c2%9d-t-h-level-system/,,"Falcon Shocks",simple,,"Trucks: Lifts Kits, Wheel Packages & Customization > Suspension & Lift Kits - Trucks > Shocks & Struts - Truck","Falcon Shocks",,,,,[4674],"Florida, United States",28.944465,'-82.03363,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,1,2,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2014“18 GM 1500 2.25 SPORT LEVELSYSTEM",201418-gm-1500-2-25-sport-levelsystem,,195566,"2014“18 GM 1500 2.25 SPORT LEVELSYSTEM","2014“18 GM 1500 2.25 SPORT LEVELSYSTEM",publish,,0,"2025-10-21 01:21:12",52,open,07-04-21-400-002,,,no,no,,1639.99,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://fuel1direct.com/wp-content/uploads/2025/10/07-04-21-400-002-jpg.jpg-filenameUTF-807-04-21-400-002-jpg.jpg ! alt :  ! title :  ! desc :  ! caption : ",,https://fuel1direct.com/product/201418-gm-1500-2-25%c2%9d-sport-levelsystem/,,"Falcon Shocks",simple,,"Trucks: Lifts Kits, Wheel Packages & Customization > Suspension & Lift Kits - Trucks > Shocks & Struts - Truck","Falcon Shocks",,,,,[4674],"Florida, United States",28.944465,'-82.03363,1,,,,3,,,,,,,,,1,,,,,,,,,,,,4,1,2,3,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TACOMA (05-23) REAR SHOCK 1.2",tacoma-05-23-rear-shock-1-2,,195567,"TACOMA (05-23) REAR SHOCK 1.2","TACOMA (05-23) REAR SHOCK 1.2",publish,,0,"2025-10-21 01:21:15",52,open,08-01-12-320-002,,,no,no,,347.99,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://fuel1direct.com/product/tacoma-05-23-rear-shock-1-2/,,"Falcon Shocks",simple,,"Trucks: Lifts Kits, Wheel Packages & Customization > Suspension & Lift Kits - Trucks > Shocks & Struts - Truck","Falcon Shocks",,,,,[4674],"Florida, United States",28.944465,'-82.03363,1,,,,2,,,,,,,,,1,,,,,,,,,,,,5,1,4,4,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TACOMA (05-23) FRONT COILOVER 1.1",tacoma-05-23-front-coilover-1-1,,195569,"TACOMA (05-23) FRONT COILOVER 1.1","TACOMA (05-23) FRONT COILOVER 1.1",publish,,0,"2025-10-21 01:21:20",52,open,08-03-11-310-002,,,no,no,,534.99,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://fuel1direct.com/product/tacoma-05-23-front-coilover-1-1/,,"Falcon Shocks",simple,,"Trucks: Lifts Kits, Wheel Packages & Customization > Suspension & Lift Kits - Trucks > Shocks & Struts - Truck","Falcon Shocks",,,,,[4674],"Florida, United States",28.944465,'-82.03363,1,,,,4,,,,,,,,,1,,,,,,,,,,,,8,1,1,3,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-23 TACOMA 1.2 COILOVER LEVEL SYSTEM",05-23-tacoma-1-2-coilover-level-system,,195574,"05-23 TACOMA 1.2 COILOVER LEVEL SYSTEM","05-23 TACOMA 1.2 COILOVER LEVEL SYSTEM",publish,,0,"2025-10-21 01:21:33",52,open,08-04-12-400-002,,,no,no,,1818.99,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://fuel1direct.com/product/05-23-tacoma-1-2-coilover-level-system/,,"Falcon Shocks",simple,,"Trucks: Lifts Kits, Wheel Packages & Customization > Suspension & Lift Kits - Trucks > Shocks & Struts - Truck","Falcon Shocks",,,,,[4674],"Florida, United States",28.944465,'-82.03363,1,,,,3,,,,,,,,,1,,,,,,,,,,,,3,1,1,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005+ TACOMA 2.25 SPORT LEVEL SYSTEM",2005-tacoma-2-25-sport-level-system,,195575,"2005+ TACOMA 2.25 SPORT LEVEL SYSTEM","2005+ TACOMA 2.25 SPORT LEVEL SYSTEM",publish,,0,"2025-10-21 01:21:43",52,open,08-04-21-400-002,,,no,no,,1675.99,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://fuel1direct.com/wp-content/uploads/2025/10/08-04-21-400-002-jpg.jpg-filenameUTF-808-04-21-400-002-jpg.jpg ! alt :  ! title :  ! desc :  ! caption : ",,https://fuel1direct.com/product/2005-tacoma-2-25%c2%9d-sport-level-system/,,"Falcon Shocks",simple,,"Trucks: Lifts Kits, Wheel Packages & Customization > Suspension & Lift Kits - Trucks > Shocks & Struts - Truck","Falcon Shocks",,,,,[4674],"Florida, United States",28.944465,'-82.03363,1,,,,4,,,,,,,,,1,,,,,,,,,,,,5,1,2,3,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005+ TACOMA 2.25 SPORT LIFT SYSTEM",2005-tacoma-2-25-sport-lift-system,,195576,"2005+ TACOMA 2.25 SPORT LIFT SYSTEM","2005+ TACOMA 2.25 SPORT LIFT SYSTEM",publish,,0,"2025-10-21 01:21:58",52,open,08-04-21-400-100,,,no,no,,1770.99,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://fuel1direct.com/wp-content/uploads/2025/10/08-04-21-400-100-jpg.jpg-filenameUTF-808-04-21-400-100-jpg.jpg ! alt :  ! title :  ! desc :  ! caption : ",,https://fuel1direct.com/product/2005-tacoma-2-25%c2%9d-sport-lift-system/,,"Falcon Shocks",simple,,"Trucks: Lifts Kits, Wheel Packages & Customization > Suspension & Lift Kits - Trucks > Shocks & Struts - Truck","Falcon Shocks",,,,,[4674],"Florida, United States",28.944465,'-82.03363,1,,,,2,,,,,,,,,1,,,,,,,,,,,,2,1,1,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005+ TACOMA 2.25 T/H LEVEL SYSTEM",2005-tacoma-2-25-t-h-level-system,,195577,"2005+ TACOMA 2.25 T/H LEVEL SYSTEM","2005+ TACOMA 2.25 T/H LEVEL SYSTEM",publish,,0,"2025-10-21 01:22:00",52,open,08-04-32-400-002,,,no,no,,1825.99,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://fuel1direct.com/wp-content/uploads/2025/10/08-04-32-400-002-jpg.jpg-filenameUTF-808-04-32-400-002-jpg.jpg ! alt :  ! title :  ! desc :  ! caption : ",,https://fuel1direct.com/product/2005-tacoma-2-25%c2%9d-t-h-level-system/,,"Falcon Shocks",simple,,"Trucks: Lifts Kits, Wheel Packages & Customization > Suspension & Lift Kits - Trucks > Shocks & Struts - Truck","Falcon Shocks",,,,,[4674],"Florida, United States",28.944465,'-82.03363,1,,,,3,,,,,,,,,1,,,,,,,,,,,,3,1,1,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005+ TACOMA 2.25 T/H LIFT SYSTEM",2005-tacoma-2-25-t-h-lift-system,,195578,"2005+ TACOMA 2.25 T/H LIFT SYSTEM","2005+ TACOMA 2.25 T/H LIFT SYSTEM",publish,,0,"2025-10-21 01:22:02",52,open,08-04-32-400-100,,,no,no,,1919.99,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://fuel1direct.com/wp-content/uploads/2025/10/08-04-32-400-100-jpg.jpg-filenameUTF-808-04-32-400-100-jpg.jpg ! alt :  ! title :  ! desc :  ! caption : ",,https://fuel1direct.com/product/2005-tacoma-2-25%c2%9d-t-h-lift-system/,,"Falcon Shocks",simple,,"Trucks: Lifts Kits, Wheel Packages & Customization > Suspension & Lift Kits - Trucks > Shocks & Struts - Truck","Falcon Shocks",,,,,[4674],"Florida, United States",28.944465,'-82.03363,1,,,,1,,,,,,,,,1,,,,,,,,,,,,1,1,1,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JL“JT FALCON NEXUS EF 1.1 STABILIZER“OEM",jljt-falcon-nexus-ef-1-1-stabilizeroem,,195579,"JL“JT FALCON NEXUS EF 1.1 STABILIZER“OEM","JL“JT FALCON NEXUS EF 1.1 STABILIZER“OEM",publish,,0,"2025-10-21 01:22:05",52,open,09-02-11-110-000,,,no,no,,213.99,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://fuel1direct.com/wp-content/uploads/2025/10/09-02-11-110-000-jpg.jpg-filenameUTF-809-02-11-110-000-jpg.jpg ! alt :  ! title :  ! desc :  ! caption : ",,https://fuel1direct.com/product/jljt-falcon-nexus-ef-1-1-stabilizeroem/,,"Falcon Shocks",simple,,"Trucks: Lifts Kits, Wheel Packages & Customization > Suspension & Lift Kits - Trucks > Shocks & Struts - Truck","Falcon Shocks",,,,,[4674],"Florida, United States",28.944465,'-82.03363,1,,,,1,,,,,,,,,1,,,,,,,,,,,,1,1,1,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JL“JT FALCON NEXUS EF 2.1 STABILIZER“OEM",jljt-falcon-nexus-ef-2-1-stabilizeroem,,195580,"JL“JT FALCON NEXUS EF 2.1 STABILIZER“OEM","JL“JT FALCON NEXUS EF 2.1 STABILIZER“OEM",publish,,0,"2025-10-21 01:22:08",52,open,09-02-21-110-000,,,no,no,,323.99,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://fuel1direct.com/wp-content/uploads/2025/10/09-02-21-110-000-jpg.jpg-filenameUTF-809-02-21-110-000-jpg.jpg ! alt :  ! title :  ! desc :  ! caption : ",,https://fuel1direct.com/product/jljt-falcon-nexus-ef-2-1-stabilizeroem/,,"Falcon Shocks",simple,,"Trucks: Lifts Kits, Wheel Packages & Customization > Suspension & Lift Kits - Trucks > Shocks & Struts - Truck","Falcon Shocks",,,,,[4674],"Florida, United States",28.944465,'-82.03363,1,,,,2,,,,,,,,,1,,,,,,,,,,,,3,1,1,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JL“JT FALCON NEXUS EF 2.2 STABILIZER“OEM",jljt-falcon-nexus-ef-2-2-stabilizeroem,,195581,"JL“JT FALCON NEXUS EF 2.2 STABILIZER“OEM","JL“JT FALCON NEXUS EF 2.2 STABILIZER“OEM",publish,,0,"2025-10-21 01:22:10",52,open,09-02-22-110-000,,,no,no,,434.99,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://fuel1direct.com/wp-content/uploads/2025/10/09-02-22-110-000-jpg.jpg-filenameUTF-809-02-22-110-000-jpg.jpg ! alt :  ! title :  ! desc :  ! caption : ",,https://fuel1direct.com/product/jljt-falcon-nexus-ef-2-2-stabilizeroem/,,"Falcon Shocks",simple,,"Trucks: Lifts Kits, Wheel Packages & Customization > Suspension & Lift Kits - Trucks > Shocks & Struts - Truck","Falcon Shocks",,,,,[4674],"Florida, United States",28.944465,'-82.03363,1,,,,2,,,,,,,,,1,,,,,,,,,,,,2,1,1,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JL2 2.1 SP2 SHOCK FR 2-3.5""",jl2-2-1-sp2-shock-fr-2-3-5,,195582,"JL2 2.1 SP2 SHOCK FR 2-3.5""","JL2 2.1 SP2 SHOCK FR 2-3.5""",publish,,0,"2025-10-21 01:22:13",52,open,10-02-21-310-200,,,no,no,,231.99,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://fuel1direct.com/product/jl2-2-1-sp2-shock-fr-2-3-5/,,"Falcon Shocks",simple,,"Trucks: Lifts Kits, Wheel Packages & Customization > Suspension & Lift Kits - Trucks > Shocks & Struts - Truck","Falcon Shocks",,,,,[4674],"Florida, United States",28.944465,'-82.03363,1,,,,4,,,,,,,,,1,,,,,,,,,,,,4,1,2,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JL2 2.1 SP2 SHOCK RR 0-1.5""",jl2-2-1-sp2-shock-rr-0-1-5,,195583,"JL2 2.1 SP2 SHOCK RR 0-1.5""","JL2 2.1 SP2 SHOCK RR 0-1.5""",publish,,0,"2025-10-21 01:22:16",52,open,10-02-21-320-000,,,no,no,,231.99,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://fuel1direct.com/product/jl2-2-1-sp2-shock-rr-0-1-5/,,"Falcon Shocks",simple,,"Trucks: Lifts Kits, Wheel Packages & Customization > Suspension & Lift Kits - Trucks > Shocks & Struts - Truck","Falcon Shocks",,,,,[4674],"Florida, United States",28.944465,'-82.03363,1,,,,2,,,,,,,,,1,,,,,,,,,,,,2,1,1,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JL2 2.1 SP2 SHOCK RR 2-3.5""",jl2-2-1-sp2-shock-rr-2-3-5,,195584,"JL2 2.1 SP2 SHOCK RR 2-3.5""","JL2 2.1 SP2 SHOCK RR 2-3.5""",publish,,0,"2025-10-21 01:22:18",52,open,10-02-21-320-200,,,no,no,,231.99,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://fuel1direct.com/product/jl2-2-1-sp2-shock-rr-2-3-5/,,"Falcon Shocks",simple,,"Trucks: Lifts Kits, Wheel Packages & Customization > Suspension & Lift Kits - Trucks > Shocks & Struts - Truck","Falcon Shocks",,,,,[4674],"Florida, United States",28.944465,'-82.03363,1,,,,1,,,,,,,,,1,,,,,,,,,,,,3,1,2,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JL2 FALCON 2.1 SHOCK KIT (0“1.5 LIFT)",jl2-falcon-2-1-shock-kit-01-5-lift,,195585,"JL2 FALCON 2.1 SHOCK KIT (0“1.5 LIFT)","JL2 FALCON 2.1 SHOCK KIT (0“1.5 LIFT)",publish,,0,"2025-10-21 01:22:28",52,open,10-02-21-400-000,,,no,no,,991.99,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://fuel1direct.com/wp-content/uploads/2025/10/10-02-21-400-000-jpg.jpg-filenameUTF-810-02-21-400-000-jpg.jpg ! alt :  ! title :  ! desc :  ! caption : ",,https://fuel1direct.com/product/jl2-falcon-2-1-shock-kit-01-5%c2%9d-lift/,,"Falcon Shocks",simple,,"Trucks: Lifts Kits, Wheel Packages & Customization > Suspension & Lift Kits - Trucks > Shocks & Struts - Truck","Falcon Shocks",,,,,[4674],"Florida, United States",28.944465,'-82.03363,1,,,,4,,,,,,,,,1,,,,,,,,,,,,6,1,2,5,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
